Grouping,Item_Name,Description,Data_Type,Is_Derived_Item,NCDR_Derivation_Methodology,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Present_In_Tables,Table 1,Table 2,Table 3,Table 4,Table 5,Table 6,Table 7,Table 8,Table 9,Table 10,Table 11,Table 12,Table 13,Table 14,Table 15,Table 16,Table 17,Table 18,Table 19,Table 20,Table 21,Table 22,Table 23,Table 24,Table 25,Table 26,Table 27,Table 28,Table 29,Table 30,Table 31,Table 32,Table 33,Table 34,Table 35,Table 36,Table 37,Table 38,Table 39,Table 40,Table 41,Table 42,Table 43,Table 44,Table 45,Table 46,Table 47,Table 48,Table 49,Table 50,Table 51,Table 52,Table 53,Table 54,Table 55,Table 56,Table 57,Table 58,Table 59,Table 60,Table 61,Table 62,Table 63,Table 64,Table 65,Table 66,Table 67,Table 68,Table 69,Table 70,Table 71,Table 72,Table 73,Table 74,Table 75,Table 76,Table 77,Table 78,Table 79,Table 80,Table 81,Table 82,Table 83,Table 84,Table 85,Table 86,Table 87,Table 88,Table 89,Table 90,Table 91,Table 92,Table 93,Table 94,Table 95,Table 96,Table 97,Table 98,Table 99,Table 100
Values,BRIEFPAIN,"The person score for an appointment where the assessment tool type is ""Brief Pain Inventory"".",int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,PHQ15,"The person score for an appointment where the assessment tool type is ""patient Health Questionnaire-15"".",int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,DIABETESDISTRESS,"The person score for an appointment where the assessment tool type is ""Diabetes Distress Scale"".",int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CAT,"The person score for an appointment where the assessment tool type is ""COPD Assessment Test (CAT)"".",int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,PSERVICEID,The unique identifier for a service request.,varchar(128),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/se/service_request_identifier_de.asp,NHS Data Model And Dictionary,Nathan Abbotts,11/10/17,,,NHSE_IAPT.dbo.Appointment_v15;NHSE_IAPT.dbo.Assessments_v15;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT;NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;NHSE_IAPT_PILOT.dbo.LTCLONGTERMCONDITION;NHSE_IAPT_PILOT.dbo.LTCMUS;NHSE_IAPT.dbo.WaitingTimes_v15;NHSE_IAPT.dbo.Treatments_v15;NHSE_IAPT_AnnualRefresh.dbo.Appointment_1617;NHSE_IAPT_AnnualRefresh.dbo.Assessments_1617;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;NHSE_IAPT_AnnualRefresh.dbo.Treatments_1617;NHSE_IAPT_AnnualRefresh.dbo.WaitingTimes_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.Appointment_v15,NHSE_IAPT.dbo.Assessments_v15,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_PILOT.dbo.LTCAPPOINTMENT,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,NHSE_IAPT_PILOT.dbo.LTCLONGTERMCONDITION,NHSE_IAPT_PILOT.dbo.LTCMUS,NHSE_IAPT.dbo.WaitingTimes_v15,NHSE_IAPT.dbo.Treatments_v15,NHSE_IAPT_AnnualRefresh.dbo.Appointment_1617,NHSE_IAPT_AnnualRefresh.dbo.Assessments_1617,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,NHSE_IAPT_AnnualRefresh.dbo.Treatments_1617,NHSE_IAPT_AnnualRefresh.dbo.WaitingTimes_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,RC_1617_UB_HRG_Code,Unbundled HRGs as produced by the 2016/17 reference costs HRG grouper.,varchar(5),Yes - NCDR,"The unbundled HRGs from the 2016/17 reference costs HRG grouper.
For full details of the HRG grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/casemix",http://content.digital.nhs.uk/casemix,NHS Digital - Casemix,Nathan Abbotts,11/24/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_RefCost_APCE_UB;NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_RefCost_OPA_UB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_RefCost_APCE_UB,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_RefCost_OPA_UB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,LTC_LTCCSRI3MONTHS_ID,A sequential number allocated to uniquely identify a long term condition client service receipt inventory (CSRI) last 3 months record in the reporting period.,bigint,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,COMPLETION_POINT,"The answer to ""Are you completing this questionnaire (please select one)"" - duplicated for every row submitted for that questionnaire.",int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CSRI_QUESTION,The appropriate code for a question asked in the CSRI.,varchar(2),No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CSRI_ANSWER,The yes or no answer to the CSRI question asked in the questionnaire if applicable.,varchar(1),No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CSRI_LOCATION_TYPE,The usual location type relevant to Q1 or the location type for Q3.,int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CSRI_NUM_INSTANCES,Number of contacts (Q1) or number of times (Q2 and Q4) or number of days (Q3) or number of tests/investigations (Q5) or number of days off due to ill health (Q6) - all in last three months.,int,No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCCSRI3MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,FILE_TYPE,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT.dbo.Header_v15;NHSE_IAPT.dbo.IAPT_Header;NHSE_IAPT_PILOT.dbo.LTCHEADER;NHSE_Mental_Health.dbo.Master_MHS001_MPI;NHSE_Mental_Health.dbo.Master_MHS002_GP;NHSE_Mental_Health.dbo.Master_MHS003_Accomodation;NHSE_Mental_Health.dbo.Master_MHS004_Employment;NHSE_Mental_Health.dbo.Master_MHS005_Patient_Indicators;NHSE_Mental_Health.dbo.Master_MHS006_MH_Care_Coord;;NHSE_Mental_Health.dbo.Master_MHS007_Disability_Type;NHSE_Mental_Health.dbo.Master_MHS008_MH_CrisisPlanType;NHSE_Mental_Health.dbo.Master_MHS101_Referral;NHSE_Mental_Health.dbo.Master_MHS102_ServiceTypeReferredTo;NHSE_Mental_Health.dbo.Master_MHS103_OtherReasonReferral;NHSE_Mental_Health.dbo.Master_MHS104_RTT;NHSE_Mental_Health.dbo.Master_MHS105_OnwardReferral;NHSE_Mental_Health.dbo.Master_MHS201_CareContact;NHSE_Mental_Health.dbo.Master_MHS202_CareActivity;NHSE_Mental_Health.dbo.Master_MHS203_OtherAttend;NHSE_Mental_Health.dbo.Master_MHS204_IndirectActivity;NHSE_Mental_Health.dbo.Master_MHS301_GroupSession;NHSE_Mental_Health.dbo.Master_MHS401_MHActPeriod;NHSE_Mental_Health.dbo.IAIAMaster_MHS402_MH_RespClinicalAss;NHSE_Mental_Health.dbo.Master_MHS403_ConditionalDischarge;NHSE_Mental_Health.dbo.Master_MHS404_Community_TreatmentOrder;NHSE_Mental_Health.dbo.Master_MHS405_Community_TreatmentOrder_Recall;NHSE_Mental_Health.dbo.Master_MHS501_Hosp_Provider_Spell;NHSE_Mental_Health.dbo.Master_MHS502_WardStay;NHSE_Mental_Health.dbo.Master_MHS503_AssignedProfCare;NHSE_Mental_Health.dbo.Master_MHS504_DelayedDischarge;NHSE_Mental_Health.dbo.Master_MHS505_RestrictiveIntervention;NHSE_Mental_Health.dbo.Master_MHS506_Assault;NHSE_Mental_Health.dbo.Master_MHS507_SelfHarm;NHSE_Mental_Health.dbo.Master_MHS509_HomeLeave;NHSE_Mental_Health.dbo.Master_MHS510_LeaveOfAbsence;NHSE_Mental_Health.dbo.Master_MHS511_AbsenceWithoutLeave;NHSE_Mental_Health.dbo.Master_MHS512_Hosp_Spell_Commissioner;NHSE_Mental_Health.dbo.Master_MHS601_MedPrevHistDiag;NHSE_Mental_Health.dbo.Master_MHS603_ProvDiag;NHSE_Mental_Health.dbo.Master_MHS604_PrimDiag;NHSE_Mental_Health.dbo.Master_MHS605_SecDiag;NHSE_Mental_Health.dbo.Master_MHS606_CodedScoreAssessmentRefer;NHSE_Mental_Health.dbo.Master_MHS607_CodedScoreAssessmentCont;NHSE_Mental_Health.dbo.Master_MHS608_AnonSelfAssess;NHSE_Mental_Health.dbo.Master_MHS701_CPACareEpisode;NHSE_Mental_Health.dbo.Master_MHS702_CPAReview;NHSE_Mental_Health.dbo.Master_MHS801_ClusterTool;NHSE_Mental_Health.dbo.Master_MHS802_CodedScoredAssessment;NHSE_Mental_Health.dbo.Master_MHS803_CareCluster;NHSE_Mental_Health.dbo.Master_MHS901_StaffDetails;NHSE_Mental_Health.dbo.Master_MHS009_CarePlanAgreement;NHSE_Mental_Health.dbo.Master_MHS010_AssTechToSupportDisTyp;NHSE_Mental_Health.dbo.Master_MHS106_DischargePlanAgreement;NHSE_Mental_Health.dbo.Master_MHS513_SubstanceMisuse;NHSE_Mental_Health.dbo.Master_MHS804_FiveForensicPathways;NHSE_IAPT_AnnualRefresh.dbo.Header_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.Header_v15,NHSE_IAPT.dbo.IAPT_Header,NHSE_IAPT_PILOT.dbo.LTCHEADER,NHSE_Mental_Health.dbo.Master_MHS001_MPI,NHSE_Mental_Health.dbo.Master_MHS002_GP,NHSE_Mental_Health.dbo.Master_MHS003_Accomodation,NHSE_Mental_Health.dbo.Master_MHS004_Employment,NHSE_Mental_Health.dbo.Master_MHS005_Patient_Indicators,NHSE_Mental_Health.dbo.Master_MHS006_MH_Care_Coord,,NHSE_Mental_Health.dbo.Master_MHS007_Disability_Type,NHSE_Mental_Health.dbo.Master_MHS008_MH_CrisisPlanType,NHSE_Mental_Health.dbo.Master_MHS101_Referral,NHSE_Mental_Health.dbo.Master_MHS102_ServiceTypeReferredTo,NHSE_Mental_Health.dbo.Master_MHS103_OtherReasonReferral,NHSE_Mental_Health.dbo.Master_MHS104_RTT,NHSE_Mental_Health.dbo.Master_MHS105_OnwardReferral,NHSE_Mental_Health.dbo.Master_MHS201_CareContact,NHSE_Mental_Health.dbo.Master_MHS202_CareActivity,NHSE_Mental_Health.dbo.Master_MHS203_OtherAttend,NHSE_Mental_Health.dbo.Master_MHS204_IndirectActivity,NHSE_Mental_Health.dbo.Master_MHS301_GroupSession,NHSE_Mental_Health.dbo.Master_MHS401_MHActPeriod,NHSE_Mental_Health.dbo.IAMaster_MHS402_MH_RespClinicalAss,NHSE_Mental_Health.dbo.Master_MHS403_ConditionalDischarge,NHSE_Mental_Health.dbo.Master_MHS404_Community_TreatmentOrder,NHSE_Mental_Health.dbo.Master_MHS405_Community_TreatmentOrder_Recall,NHSE_Mental_Health.dbo.Master_MHS501_Hosp_Provider_Spell,NHSE_Mental_Health.dbo.Master_MHS502_WardStay,NHSE_Mental_Health.dbo.Master_MHS503_AssignedProfCare,NHSE_Mental_Health.dbo.Master_MHS504_DelayedDischarge,NHSE_Mental_Health.dbo.Master_MHS505_RestrictiveIntervention,NHSE_Mental_Health.dbo.Master_MHS506_Assault,NHSE_Mental_Health.dbo.Master_MHS507_SelfHarm,NHSE_Mental_Health.dbo.Master_MHS509_HomeLeave,NHSE_Mental_Health.dbo.Master_MHS510_LeaveOfAbsence,NHSE_Mental_Health.dbo.Master_MHS511_AbsenceWithoutLeave,NHSE_Mental_Health.dbo.Master_MHS512_Hosp_Spell_Commissioner,NHSE_Mental_Health.dbo.Master_MHS601_MedPrevHistDiag,NHSE_Mental_Health.dbo.Master_MHS603_ProvDiag,NHSE_Mental_Health.dbo.Master_MHS604_PrimDiag,NHSE_Mental_Health.dbo.Master_MHS605_SecDiag,NHSE_Mental_Health.dbo.Master_MHS606_CodedScoreAssessmentRefer,NHSE_Mental_Health.dbo.Master_MHS607_CodedScoreAssessmentCont,NHSE_Mental_Health.dbo.Master_MHS608_AnonSelfAssess,NHSE_Mental_Health.dbo.Master_MHS701_CPACareEpisode,NHSE_Mental_Health.dbo.Master_MHS702_CPAReview,NHSE_Mental_Health.dbo.Master_MHS801_ClusterTool,NHSE_Mental_Health.dbo.Master_MHS802_CodedScoredAssessment,NHSE_Mental_Health.dbo.Master_MHS803_CareCluster,NHSE_Mental_Health.dbo.Master_MHS901_StaffDetails,NHSE_Mental_Health.dbo.Master_MHS009_CarePlanAgreement,NHSE_Mental_Health.dbo.Master_MHS010_AssTechToSupportDisTyp,NHSE_Mental_Health.dbo.Master_MHS106_DischargePlanAgreement,NHSE_Mental_Health.dbo.Master_MHS513_SubstanceMisuse,NHSE_Mental_Health.dbo.Master_MHS804_FiveForensicPathways,NHSE_IAPT_AnnualRefresh.dbo.Header_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,FileType,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes - External,N/A,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/29/17,,,NHSE_Mental_Health.dbo.Master_MHS000_Header;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_Mental_Health.dbo.Master_MHS000_Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,LTC_TOTAL_RECORDS,Count of total number of patient records for the provider in the reporting period.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCHEADER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCHEADER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,START_date,reporting period start date is the start date of the reporting period and is used in conjunction with reporting period end date to specify the actual period the reported information relates to.,date,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/rep/reporting_period_start_date_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/10/17,,,NHSE_IAPT.dbo.Header_v15;NHSE_IAPT.dbo.IAPT_Header;NHSE_IAPT_PILOT.dbo.LTCHEADER;NHSE_IAPT_AnnualRefresh.dbo.Header_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.Header_v15,NHSE_IAPT.dbo.IAPT_Header,NHSE_IAPT_PILOT.dbo.LTCHEADER,NHSE_IAPT_AnnualRefresh.dbo.Header_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,END_date,"The end date of the reporting period, used in conjunction with reporting period start date to specify the actual period the reported information relates to.",date,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/rep/reporting_period_end_date_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/10/17,Nathan Abbotts,11/17/17,NHSE_IAPT.dbo.Header_v15;NHSE_IAPT.dbo.IAPT_Header;NHSE_IAPT_PILOT.dbo.LTCHEADER;NHSE_IAPT_AnnualRefresh.dbo.Header_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.Header_v15,NHSE_IAPT.dbo.IAPT_Header,NHSE_IAPT_PILOT.dbo.LTCHEADER,NHSE_IAPT_AnnualRefresh.dbo.Header_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,LTC_MEDUNEXP_ID,A sequential number allocated to uniquely identify a long term condition record in the reporting period.,bigint,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCLONGTERMCONDITION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCLONGTERMCONDITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,LTC,The long term condition of a patient.,varchar(2),No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCLONGTERMCONDITION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCLONGTERMCONDITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,LTC_MUS_ID,A sequential number allocated to uniquely identify a medically unexplained symptom record in the reporting period.,bigint,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCMUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,PRIMEDUNEXPSYM,Identifies the primary medically unexplained symptom for the patient.,varchar(2),No,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Nathan Abbotts,11/10/17,,,NHSE_IAPT_PILOT.dbo.LTCMUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT_PILOT.dbo.LTCMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,GUID,A globally unique identifier. Please note this may have been populated differently and so may need qualifying by date/time and provider.,varchar(50),No,N/A,,,Nathan Abbotts,11/12/17,,,NHSE_111.dbo.111_Provider_Data;NHSE_111.dbo.111_Provider_Data_2017_04_20;NHSE_111.dbo.111_Provider_Data_2017_05_05;NHSE_111.dbo.111_Provider_Data_2017_05_25;NHSE_111.dbo.111_Provider_Data_2017_07_11;NHSE_111.dbo.111_Provider_Data_2017_09_14;NHSE_111.dbo.111_Provider_Data_2017_10_10;NHSE_111.dbo.111_Provider_Data_2017_10_27;NHSE_111.dbo.111_Provider_Data_2017_11_08;NHSE_111.dbo.111_Provider_Data_2017_12_11;NHSE_111.dbo.111_Provider_Data_2017_12_27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_111.dbo.111_Provider_Data,NHSE_111.dbo.111_Provider_Data_2017_04_20,NHSE_111.dbo.111_Provider_Data_2017_05_05,NHSE_111.dbo.111_Provider_Data_2017_05_25,NHSE_111.dbo.111_Provider_Data_2017_07_11,NHSE_111.dbo.111_Provider_Data_2017_09_14,NHSE_111.dbo.111_Provider_Data_2017_10_10,NHSE_111.dbo.111_Provider_Data_2017_10_27,NHSE_111.dbo.111_Provider_Data_2017_11_08,NHSE_111.dbo.111_Provider_Data_2017_12_11,NHSE_111.dbo.111_Provider_Data_2017_12_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
