,Definition ID,Database,Table,Schema,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Technical check,Business check,RK 2
,1803,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,HRG_Code_OPP,The Outpatient procedure HRG on which 2013/14 procedure tariffs are applied.,varchar(5),Yes,"The HRG code where an Outpatient Procedure has been grouped to an HRG.
For full details, please see the NHS Digital owned documentation at http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,PR,
,1804,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,HRG_Code_Other,The Outpatient attendance HRG on which the 2013/14 attendance tariffs are applied.,varchar(5),Yes,"The HRG code where an Outpatient Procedure has not been used to group to an HRG.
For full details, please see the NHS Digital owned documentation at http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,PR,
,1805,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Tariff_Specialty,The base 2013/14 national tariff where the specialty tariff is applicable.,decimal,Yes,"When Tariff_Exclusion_Reason and Cost_Type are null, Der_Staff_Type is 'Cons' and Der_Contact_Type is 'F2F' then the following rules are adhered to, otherwise this is left null.
When HRG_Code_Other is 'WF01B' then the Cons_Single_First_Tariff (from the TFC Reference Table) is applied, when it is 'WF01A' then Cons_Single_FollowUp_Tariff is applied, when it is 'WF02B' then Cons_Multi_First_Tariff, when 'WF02A' then Cons_Multi_FollowUp_Tariff.
Set as '0' where Tariff_Exclusion_Reason and Tariff_Specialty are incomplete and Tariff_OPP is complete.",,,RK,PR,
,1806,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Tariff_OPP,The base 2013/14 national tariff where the procedure tariff is applicable.,decimal,Yes,"When Tariff_Exclusion_Reason and Cost_Type are null, this field is set equal to the OP_Procedure_Tariff in the HRG Reference Table.
Set as '0' where Tariff_Exclusion_Reason is incomplete, Tariff_OPP was not completed using the above rule and Tariff_Specialty is complete.",,,RK,PR,
,1807,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Tariff_BPT_Adj,Adjustment to account for 2013/14 best practice tariffs.,decimal,Yes,Set to '0' when Tariff_Exclusion_Reason is incomplete and Cost_Type is 'Tariff'. No rules beyond this have yet been developed.,,,RK,PR,
,1808,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Tariff_Total_Payment,The total payment according to the 2013/14 national tariff.,decimal,Yes,"The sum total of Tariff_Specialty, Tariff_OPP and Tariff_BPT_Adj.
Only applied when Tariff_Exclusion_Reason is null and Cost_Type is 'Tariff'.",,,RK,PR,
,1809,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Local_Total_Payment,The base 2013/14 local payment (Currently not populated within the NCDR).,decimal,Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1810,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Local_Contractual_Adj,The base 2013/14 local contractual adjustment (Currently not populated within the NCDR).,decimal,Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1811,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Net_SLA_Payment,Net Service Level Agreement payment for 2013/14.,decimal,Yes,"The sum total of Tariff_Total_Payment, Local_Total_Payment and Local_Contractual_Adj where Cost_Type is anything but 'MPPS' or 'Excluded'.",,,RK,PR,
,1812,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Tariff_MFF_Payment,The 2013/14 MFF payment for the attendance.,decimal,Yes,"The value of Market Forces Factor (MFF) for the provider for the relevant year minus 1, multiplied by the Net_SLA_Payment.  Only applied when Cost_Type is 'Tariff'; when this is not the case, this field is set to '0'.",,,RK,PR,
,1813,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Grand_Total_Payment,The 2013/14 total payment for the attendance (Net_SLA_Payment + Tariff_MFF_Payment).,decimal,Yes,The sum total of Net_SLA_Payment and Tariff_MFF_Payment when Cost_Type is not 'MPPS' or 'Excluded'.,,,RK,PR,
,1814,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Cost_Type,"The 2013/14 cost type, e.g. Tariff, Tariff (MPPS), Local etc.",varchar(20),Yes,"Cost_Type is assigned by the following steps in order.  Later steps are only used if the field remains null for a record.
1) If Attendance_Status is anything but ‘5’ (Attended on time or, if late, before the relevant CARE PROFESSIONAL was ready to see the PATIENT) or ‘6’ (Arrived late, after the relevant CARE PROFESSIONAL was ready to see the PATIENT, but was seen) or Administrative_Category is ‘02’ (Private Patient) then ‘Excluded’ is assigned.
2) If Treatment_Function_Code is ‘501’ (Obstetrics) or ‘560’ (Midwifery Services) ‘MPPS’ (Maternity Pathway Payment System) is assigned.
3) If Tariff_Exclusion_Reason is null, ‘Tariff’ is assigned.
4) If HRG_Code_Other is one of 'WF01B', 'WF01A', 'WF02B' or 'WF02A', Der_Contact_Type is ‘F2F’ (face to face) and Der_Staff_Type is ‘Cons’ (Consultant) then ‘Tariff’ is assigned.
5) If no Cost_Type is assigned by the rules up to this point, ‘Local’ is given.",,,RK,PR: Changed Derivation Methodology,Y
,1815,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Tariff_Type,"The 2013/14 tariff type indicates the components of the tariff that have been applied to the attendance, e.g. OPP|BPT.",varchar(50),Yes,"When Tariff_Exclusion_Reason and Cost_Type are incomplete set as ‘OPP’, and add ‘|BPT’ where BP_Type (in the HRG reference table) is ‘HRG’.
Set as 'Specialty' when Tariff_Exclusion_Reason is null, HRG_Code_Other is 'WF01B', 'WF01A', 'WF02B' or 'WF02A', Der_Contact_Type is 'F2F', Der_Staff_Type is 'Cons' and Cost_Type is null.",,,RK,PR,
,1816,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Cost,dbo,Contractual_Adj_Key,Concatenated text string detailing the applied contractual adjustments to cost (Currently not populated within the NCDR).,varchar(50),Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1836,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,OPA_Ident,Primary Key - Use this field to join to the other tbl_Data_SEM_OPA_* tables.,bigint,Yes,A unique integer assigned to the record.  Does not represent any information about the patient.,,,RK,PR,
,1837,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,OPA_Load_ID,An identifier assigned during loading to aid processing.,int,Yes,An identifier assigned in sequential order to each load file during processing.  Does not represent any information about the patient.,,,RK,PR,
,1838,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,OPA_Raw_ID,"An identifier on the raw data, i.e. assigned by NHS Digital prior to import to the NCDR, used during loading and processing.",bigint,No,,,,RK,PR: Changed RK Description,Changed again for detail
,1839,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_Exclusion_Reason,"Indicates the reason as to why the attendance has been excluded from been priced at national tariff for 2014/15, e.g. Core_HRG_Exclusion, Attendance_Status_Exclusion etc.",varchar(50),Yes,"1) When Attendance_Status is anything other than ‘5’ or ‘6’ then 'ATTENDANCE_STATUS_EXCLUSION' is applied.
2) When Administrative_Category is ‘02’ or ‘2’ then 'ADMINISTRATIVE_CATEGORY' is applied.
3) When the last character of Commissioning_Serial_Number is ‘=’ then 'COMMISSIONING_SERIAL_NUMBER' is applied.
4) When Exc_All_Settings in the HRG Tariff Reference Table is ‘Y’ then 'CORE_HRG_EXCLUSION' is applied.
5) When the first two characters of Attend_Core_HRG are ‘WF’ and Main_Specialty_Code is one of '560', '900', '901', '902', '903', '904', '950' or '960' then 'MAIN_SPECIALTY_CODE' is applied.
6) When the first two characters of Attend_Core_HRG are anything but ‘WF’, Attend_Core_HRG is anything but 'UZ01Z', 'SB97Z' or 'SC97Z', HRG_Code_OPP is incomplete in the cost table and Main_Specialty_Code is one of '900', '901', '902', '903', '904', '950' or '960' then 'SUS HRG + MSC EXCLUSION' is applied.
7) When the first two characters of Attend_Core_HRG are ‘WF’ and Treatment_Function_Code is anything but ‘501’ or ‘560’ then 'CORE_HRG_TFC_EXCLUSION' is applied.
8) When Treatment_Function_Code is ‘264’ or ‘343’ then 'CORE_HRG_TFC_EXCLUSION' is applied.
9) When Attend_Core_HRG is ‘UZ01Z’ and the first character of Treatment_Function_Code is ‘7’ then 'CORE_HRG_TFC_EXCLUSION' is applied.
10) When the first two characters of Attend_Core_HRG are anything but ‘WF’, Attend_Core_HRG is not 'UZ01Z', 'SB97Z' or 'SC97Z', HRG_Code_OPP in the cost table is incomplete and Treatment_Function_Code is incomplete then 'SUS HRG + TFC EXCLUSION' is applied.
11) If none of these rules are met, the field is null.",,,RK,PR: See 1221,"Different between OP and APC. Kept content, formatted as suggested."
,1840,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,HRG_Code_OPP,The Outpatient procedure HRG on which 2014/15 procedure tariffs are applied.,varchar(5),Yes,"The HRG code where an Outpatient Procedure has been grouped to an HRG.
For full details, please see the NHS Digital owned documentation at http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,PR,
,1841,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,HRG_Code_Other,The Outpatient attendance HRG on which the 2014/15 attendance tariffs are applied.,varchar(5),Yes,"The HRG code where an Outpatient Procedure has not been used to group to an HRG.
For full details, please see the NHS Digital owned documentation at http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,PR,
,1842,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_Specialty,The base 2014/15 national tariff where the specialty tariff is applicable.,decimal,Yes,"When Tariff_Exclusion_Reason and Cost_Type are null, Der_Staff_Type is 'Cons' and Der_Contact_Type is 'F2F' then the following rules are adhered to, otherwise this is left null.
When HRG_Code_Other is 'WF01B' then the Cons_Single_First_Tariff (from the TFC Reference Table) is applied, when it is 'WF01A' then Cons_Single_FollowUp_Tariff is applied, when it is 'WF02B' then Cons_Multi_First_Tariff, when 'WF02A' then Cons_Multi_FollowUp_Tariff.
Set as '0' where Tariff_Exclusion_Reason and Tariff_Specialty are incomplete and Tariff_OPP is complete.",,,RK,PR,
,1843,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_OPP,The base 2014/15 national tariff where the procedure tariff is applicable.,decimal,Yes,"When Tariff_Exclusion_Reason and Cost_Type are null, this field is set equal to the OP_Procedure_Tariff in the HRG Reference Table.
Set as '0' where Tariff_Exclusion_Reason is incomplete, Tariff_OPP was not completed using the above rule and Tariff_Specialty is complete.",,,RK,PR,
,1844,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_BPT_Adj,Adjustment to account for 2014/15 best practice tariffs.,decimal,Yes,Set to '0' when Tariff_Exclusion_Reason is incomplete and Cost_Type is 'Tariff'. No rules beyond this have yet been developed.,,,RK,PR,
,1845,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_Total_Payment,The total payment according to the 2014/15 national tariff.,decimal,Yes,"The sum total of Tariff_Specialty, Tariff_OPP and Tariff_BPT_Adj.
Only applied when Tariff_Exclusion_Reason is null and Cost_Type is 'Tariff'.",,,RK,PR,
,1846,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Local_Total_Payment,The base 2014/15 local payment (Currently not populated within the NCDR).,decimal,Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1847,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Local_Contractual_Adj,The base 2014/15 local contractual adjustment (Currently not populated within the NCDR).,decimal,Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1848,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Net_SLA_Payment,Net Service Level Agreement payment for 2014/15.,decimal,Yes,"The sum total of Tariff_Total_Payment, Local_Total_Payment and Local_Contractual_Adj where Cost_Type is anything but 'MPPS' or 'Excluded'.",,,RK,PR,
,1849,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_MFF_Payment,The 2014/15 MFF payment for the attendance.,decimal,Yes,"The value of Market Forces Factor (MFF) for the provider for the relevant year minus 1, multiplied by the Net_SLA_Payment.  Only applied when Cost_Type is 'Tariff'; when this is not the case, this field is set to '0'.",,,RK,PR,
,1850,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Grand_Total_Payment,The 2014/15 total payment for the attendance (Net_SLA_Payment + Tariff_MFF_Payment).,decimal,Yes,The sum total of Net_SLA_Payment and Tariff_MFF_Payment when Cost_Type is not 'MPPS' or 'Excluded'.,,,RK,PR,
,1851,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Cost_Type,"The 2014/15 cost type, e.g. Tariff, Tariff (MPPS), Local etc.",varchar(20),Yes,"Cost_Type is assigned by the following steps in order.  Later steps are only used if the field remains null for a record.
1) If Attendance_Status is anything but ‘5’ (Attended on time or, if late, before the relevant CARE PROFESSIONAL was ready to see the PATIENT) or ‘6’ (Arrived late, after the relevant CARE PROFESSIONAL was ready to see the PATIENT, but was seen) or Administrative_Category is ‘02’ (Private Patient) then ‘Excluded’ is assigned.
2) If Treatment_Function_Code is ‘501’ (Obstetrics) or ‘560’ (Midwifery Services) ‘MPPS’ (Maternity Pathway Payment System) is assigned.
3) If Tariff_Exclusion_Reason is null, ‘Tariff’ is assigned.
4) If HRG_Code_Other is one of 'WF01B', 'WF01A', 'WF02B' or 'WF02A', Der_Contact_Type is ‘F2F’ (face to face) and Der_Staff_Type is ‘Cons’ (Consultant) then ‘Tariff’ is assigned.
5) If no Cost_Type is assigned by the rules up to this point, ‘Local’ is given.",,,RK,PR: Changed Derivation Methodology,Y
,1852,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Tariff_Type,"The 2014/15 tariff type indicates the components of the tariff that have been applied to the attendance, e.g. OPP|BPT.",varchar(50),Yes,"When Tariff_Exclusion_Reason and Cost_Type are incomplete set as ‘OPP’, and add ‘|BPT’ where BP_Type (in the HRG reference table) is ‘HRG’.
Set as 'Specialty' when Tariff_Exclusion_Reason is null, HRG_Code_Other is 'WF01B', 'WF01A', 'WF02B' or 'WF02A', Der_Contact_Type is 'F2F', Der_Staff_Type is 'Cons' and Cost_Type is null.",,,RK,PR,
,1853,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Cost,dbo,Contractual_Adj_Key,Concatenated text string detailing the applied contractual adjustments to cost (Currently not populated within the NCDR).,varchar(50),Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1873,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,OPA_Ident,Primary Key - Use this field to join to the other tbl_Data_SEM_OPA_* tables.,bigint,Yes,A unique integer assigned to the record.  Does not represent any information about the patient.,,,RK,PR,
,1874,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,OPA_Load_ID,An identifier assigned during loading to aid processing.,int,Yes,An identifier assigned in sequential order to each load file during processing.  Does not represent any information about the patient.,,,RK,PR,
,1875,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,OPA_Raw_ID,"An identifier on the raw data, i.e. assigned by NHS Digital prior to import to the NCDR, used during loading and processing.",bigint,No,,,,RK,PR: Changed RK Description,Changed again for detail
,1876,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Record_Type,"Indicates the actual record type for 2015/16 (DTR or ETO).
NB: Reciprocal OSV patients are charged at DTR rates for 2015/16 irrespective of the providers tariff option choice (as per Monitor guidance).",varchar(3),Yes,"Joins to a reference table on provider code.
If OSV patient, then DTR is always applied.
Else provider choice of ETO or DTR tariff, applied.",,,RK,PR: Formatted RK Description. Also see 1399 for alternative derivation explanation.,Used 1399 stuff
,1877,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_Exclusion_Reason,"Indicates the reason as to why the attendance has been excluded from been priced at national tariff for 2015/16, e.g. Core_HRG_Exclusion, Attendance_Status_Exclusion etc.",varchar(50),Yes,"1) When Attendance_Status is anything other than ‘5’ or ‘6’ then 'ATTENDANCE_STATUS_EXCLUSION' is applied.
2) When Administrative_Category is ‘02’ or ‘2’ then 'ADMINISTRATIVE_CATEGORY' is applied.
3) When the last character of Commissioning_Serial_Number is ‘=’ then 'COMMISSIONING_SERIAL_NUMBER' is applied.
4) When Exc_All_Settings in the HRG Tariff Reference Table is ‘Y’ then 'CORE_HRG_EXCLUSION' is applied.
5) When the first two characters of Attend_Core_HRG are ‘WF’ and Main_Specialty_Code is one of '560', '900', '901', '902', '903', '904', '950' or '960' then 'MAIN_SPECIALTY_CODE' is applied.
6) When the first two characters of Attend_Core_HRG are anything but ‘WF’, Attend_Core_HRG is anything but 'UZ01Z', 'SB97Z' or 'SC97Z', HRG_Code_OPP is incomplete in the cost table and Main_Specialty_Code is one of '900', '901', '902', '903', '904', '950' or '960' then 'SUS HRG + MSC EXCLUSION' is applied.
7) When the first two characters of Attend_Core_HRG are ‘WF’ and Treatment_Function_Code is anything but ‘501’ or ‘560’ then 'CORE_HRG_TFC_EXCLUSION' is applied.
8) When Treatment_Function_Code is ‘264’ or ‘343’ then 'CORE_HRG_TFC_EXCLUSION' is applied.
9) When Attend_Core_HRG is ‘UZ01Z’ and the first character of Treatment_Function_Code is ‘7’ then 'CORE_HRG_TFC_EXCLUSION' is applied.
10) When the first two characters of Attend_Core_HRG are anything but ‘WF’, Attend_Core_HRG is not 'UZ01Z', 'SB97Z' or 'SC97Z', HRG_Code_OPP in the cost table is incomplete and Treatment_Function_Code is incomplete then 'SUS HRG + TFC EXCLUSION' is applied.
11) If none of these rules are met, the field is null.",,,RK,PR: See 1221,"Different between OP and APC. Kept content, formatted as suggested."
,1878,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,HRG_Code_OPP,The Outpatient procedure HRG on which 2015/16 DTR or ETO procedure tariffs are applied.,varchar(5),Yes,"The HRG code where an Outpatient Procedure has been grouped to an HRG.
For full details, please see the NHS Digital owned documentation at  http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,PR,
,1879,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,HRG_Code_Other,The Outpatient attendance HRG on which the 2015/16 DTR or ETO attendance tariffs are applied.,varchar(5),Yes,"The HRG code where an Outpatient Procedure has not been used to group to an HRG.
For full details, please see the NHS Digital owned documentation at  http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,PR,
,1880,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_Specialty,The base 2015/16 DTR or ETO national tariff where the specialty tariff is applicable.,decimal,Yes,"When Tariff_Exclusion_Reason and Cost_Type are null, Der_Staff_Type is 'Cons' and Der_Contact_Type is 'F2F' then the following rules are adhered to, otherwise this is left null.
When HRG_Code_Other is 'WF01B' then the Cons_Single_First_Tariff (from the TFC Reference Table) is applied, when it is 'WF01A' then Cons_Single_FollowUp_Tariff is applied, when it is 'WF02B' then Cons_Multi_First_Tariff, when 'WF02A' then Cons_Multi_FollowUp_Tariff.
Set as '0' where Tariff_Exclusion_Reason and Tariff_Specialty are incomplete and Tariff_OPP is complete.",,,RK,PR: Why different to others?,includes comments around DTR/ETO (in 2015/16) mistake led to providers having chouce of two tariff options
,1881,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_OPP,The base 2015/16 DTR or ETO national tariff where the procedure tariff is applicable.,decimal,Yes,"When Tariff_Exclusion_Reason and Cost_Type are null, this field is set equal to the OP_Procedure_Tariff in the HRG Reference Table.
Set as '0' where Tariff_Exclusion_Reason is incomplete, Tariff_OPP was not completed using the above rule and Tariff_Specialty is complete.",,,RK,PR: Why different to others?,includes comments around DTR/ETO (in 2015/16) mistake led to providers having chouce of two tariff options
,1882,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_BPT_Adj,Adjustment to account for 2015/16 DTR or ETO best practice tariffs.,decimal,Yes,Set to '0' when Tariff_Exclusion_Reason is incomplete and Cost_Type is 'Tariff'. No rules beyond this have yet been developed.,,,RK,PR,
,1883,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_Total_Payment,The total payment according to the 2015/16 DTR or ETO national tariff.,decimal,Yes,"The sum total of Tariff_Specialty, Tariff_OPP and Tariff_BPT_Adj.
Only applied when Tariff_Exclusion_Reason is null and Cost_Type is 'Tariff'.",,,RK,PR: Why different to others?,includes comments around DTR/ETO (in 2015/16) mistake led to providers having chouce of two tariff options
,1884,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Local_Total_Payment,The base 2015/16 DTR or ETO local payment (Currently not populated within the NCDR).,decimal,Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1885,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Local_Contractual_Adj,The base 2015/16 local contractual adjustment (Currently not populated within the NCDR).,decimal,Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1886,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Net_SLA_Payment,Net Service Level Agreement payment for 2015/16.,decimal,Yes,"The sum total of Tariff_Total_Payment, Local_Total_Payment and Local_Contractual_Adj where Cost_Type is anything but 'MPPS' or 'Excluded'.",,,RK,PR,
,1887,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_MFF_Payment,The 2015/16 DTR or ETO MFF payment for the attendance.,decimal,Yes,"The value of Market Forces Factor (MFF) for the provider for the relevant year minus 1, multiplied by the Net_SLA_Payment.  Only applied when Cost_Type is 'Tariff'; when this is not the case, this field is set to '0'.",,,RK,PR: Why different to others?,includes comments around DTR/ETO (in 2015/16) mistake led to providers having chouce of two tariff options
,1888,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Grand_Total_Payment_MFF,The 2015/16 DTR or ETO total payment for the spell (Net_SLA_Payment + Tariff_MFF_Payment).,decimal,Yes,"The combined total of Tariff_Total_Payment, Local_Total_Payment and Tariff_MFF_Payment.",,,RK,PR,
,1889,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,CQUIN_Payment,"The 2015/16 estimated CQUIN payment (estimated payment of 80% of 2.5% CQUIN = 2%) for the attendance.
NB: ETO records only, CQUIN not applicable for 2015/16 DTR tariff.",decimal,Yes,"Calculated as Grand_Total_Payment_MFF * 0.025 * Estimated_CQUIN.  Where Grand_Total_Payment_MFF is null, a default value of '0' is used, and where Estimated_CQUIN is null, a default value of 0.8 is used.",,,RK,PR: Formatted RK Description,Y
,1890,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Grand_Total_Payment_MFF_CQUIN,The 2015/16 DTR or ETO total payment including CQUIN for the attendance.,decimal,Yes,The sum total of Grand_Total_Payment and CQUIN_Payment when Cost_Type is not 'MPPS' or 'Excluded'.,,,RK,PR,
,1891,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Cost_Type,"The 2015/16 DTR or ETO cost type, e.g. Tariff,  Local etc.",varchar(20),Yes,"Cost_Type is assigned by the following steps in order.  Later steps are only used if the field remains null for a record.
1) If Attendance_Status is anything but ‘5’ (Attended on time or, if late, before the relevant CARE PROFESSIONAL was ready to see the PATIENT) or ‘6’ (Arrived late, after the relevant CARE PROFESSIONAL was ready to see the PATIENT, but was seen) or Administrative_Category is ‘02’ (Private Patient) then ‘Excluded’ is assigned.
2) If Treatment_Function_Code is ‘501’ (Obstetrics) or ‘560’ (Midwifery Services) ‘MPPS’ (Maternity Pathway Payment System) is assigned.
3) If Tariff_Exclusion_Reason is null, ‘Tariff’ is assigned.
4) If HRG_Code_Other is one of 'WF01B', 'WF01A', 'WF02B' or 'WF02A', Der_Contact_Type is ‘F2F’ (face to face) and Der_Staff_Type is ‘Cons’ (Consultant) then ‘Tariff’ is assigned.
5) If no Cost_Type is assigned by the rules up to this point, ‘Local’ is given.
6) If no Cost_Type is assigned by the rules up to this point, ‘Local’ is given.
7) Where 'Tariff' is assigned this is either 'Tariff (ETO)' or 'Tariff (DTR)' depending upon which tariff option the provider chose to use.",,,RK,PR: Changed Derivation Methodology,Y
,1892,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Tariff_Type,"The 2015/16 DTR or ETO tariff type indicates the components of the tariff that have been applied to the spell, e.g. OPP|BPT.",varchar(50),Yes,"When Tariff_Exclusion_Reason and Cost_Type are incomplete set as ‘OPP’, and add ‘|BPT’ where BP_Type (in the HRG reference table) is ‘HRG’.
Set as 'Specialty' when Tariff_Exclusion_Reason is null, HRG_Code_Other is 'WF01B', 'WF01A', 'WF02B' or 'WF02A', Der_Contact_Type is 'F2F', Der_Staff_Type is 'Cons' and Cost_Type is null.",,,RK,PR: Why different to others?,includes comments around DTR/ETO (in 2015/16) mistake led to providers having chouce of two tariff options
,1893,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Cost,dbo,Contractual_Adj_Key,Concatenated text string detailing the applied contractual adjustments to cost (Currently not populated within the NCDR).,varchar(50),Yes,Derivation methodology yet to be developed.,,,RK,PR,
,1916,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Cost,dbo,OPA_Ident,Primary Key - Use this field to join to the other tbl_Data_SEM_OPA_* tables.,bigint,Yes,A unique integer assigned to the record.  Does not represent any information about the patient.,,,RK,PR,
,1917,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Cost,dbo,OPA_Load_ID,An identifier assigned during loading to aid processing.,int,Yes,An identifier assigned in sequential order to each load file during processing.  Does not represent any information about the patient.,,,RK,PR,
,1918,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Cost,dbo,OPA_Raw_ID,"An identifier on the raw data, i.e. assigned by NHS Digital prior to import to the NCDR, used during loading and processing.",bigint,No,,,,RK,PR: Changed RK Description,Changed again for detail
