Database,Schema,Table/View,Table or View,Description,Date_Range,Data Start,Data End,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Release schedule,Provisional Schedule,Updated Frequency,Only Historic
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1314,Table,OP attendance-based tariffs for 2013/14.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_BPT_1718,Table,APC best practice tariffs for 2017/18.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_MultiProfessionalOrMultiDisciplinaryIndication,Table,Multi professional or multi-disciplinary indication codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/m/mi/multi-professional_or_multi-disciplinary_indication_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Drugs,Table,"Cancer 31 day wait for drug treatment, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Drugs_Com_Mth,Table,"Cancer 31 day wait for drug treatment, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_0809,Table,MFF indices for 2008/09.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1415,Table,OP attendance-based tariffs for 2014/15.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1718,Table,APC tariffs for 2017/18.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_NHSNumberStatusIndicator,Table,NHS number status indicator codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nhs/nhs_number_status_indicator_code_(mother)_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Drugs_Comm,Table,"Cancer 31 day wait for drug treatment, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Sector_Available_Day_Only_Beds,Table,"Bed availability and occupancy data, for available day only beds, by sector, sourced from UKHD.",Mar 2001 - Ongoing,Mar 2001,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Drugs_Mthly,Table,"Cancer 31 day wait for drug treatment, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Sector_Available_Overnight_Beds,Table,"Bed availability and occupancy data, for available overnight beds, by sector, sourced from UKHD.",Mar 2001 - Ongoing,Mar 2001,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_TempCostPeriodStatusIndicator,Table,Temporary cost period status indicator codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1718,Table,MFF indices for 2017/18.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_OperationStatus,Table,Operation status codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/oc/operation_status_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Radiotherapy,Table,"Cancer 31 day wait for radiotherapy treatment, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Sector_Occupied_Day_Only_Beds,Table,"Bed availability and occupancy data, for occupied day only beds, by sector, sourced from UKHD.",Jun 2010 - Ongoing,Jun 2010,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Surgery,Table,"Cancer 31 day wait for surgical treatment, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Sector_Occupied_Overnight_Beds,Table,"Bed availability and occupancy data, for occupied overnight beds, by sector, sourced from UKHD.",Mar 2001 - Ongoing,Mar 2001,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1718,Table,OP procedure-based tariffs for 2017/18.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_OverseasVisitorStatusClassification,Table,Overseas visitor status classification codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/o/out/overseas_visitor_status_classification_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Surgery_C_Mth,Table,"Cancer 31 day wait for surgical treatment, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Specialty_Occupied_Day_Only_Beds,Table,"Bed availability and occupancy data, for occupied day only beds, by specialty, sourced from UKHD.",Jun 2010 - Ongoing,Jun 2010,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Surgery_Comm,Table,"Cancer 31 day wait for surgical treatment, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Specialty_Occupied_Overnt_Beds,Table,"Bed availability and occupancy data, for occupied overnight beds, by specialty, sourced from UKHD.",Jun 2010 - Ongoing,Jun 2010,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ACM_National_POD_copy,Table,Copy of the ACM POD table.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1718,Table,OP attendance-based tariffs for 2017/18.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_PersonGender,Table,Person gender codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/p/person/person_gender_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treatment_Surgery_Mthly,Table,"Cancer 31 day wait for surgical treatment, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Ward_Available_Overnight_Beds,Table,"Bed availability and occupancy data, for available overnight beds, by ward, sourced from UKHD.",Mar 2002 - Ongoing,Mar 2002,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_NCB_NPoC_Map_1718_Reload,Table,"Current test table, confirming the contents of tbl_Ref_NCB_NPoC_Map_1718.",N/A,N/A,N/A,https://www.england.nhs.uk/commissioning/spec-services/npc-crg/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_By_Cancer,Table,"Cancer treatment within 62 days data, by cancer, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Bed_Availability_Provider_By_Ward_Occupied_Overnight_Beds,Table,"Bed availability and occupancy data, for occupied overnight beds, by ward, sourced from UKHD.",Mar 2005 - Ongoing,Mar 2005,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/bed-availability-and-occupancy/,NHS England - Bed Availability and Occupancy,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ACM_DQ_Flags,Table,Data quality flags for the ACM data.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_ICD10_L1,View,"ICD10 level one descriptions, sourced from tbl_Ref_ClinCode_ICD10.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_NCB_NPoC_Map_1718,Table,Includes service line and NPoC Codes and descriptions for 2017/18.,N/A,N/A,N/A,https://www.england.nhs.uk/commissioning/spec-services/npc-crg/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_PsychiatricPatientStatus,Table,Psychiatric patient status codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/prod/psychiatric_patient_status_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_By_Cancer_Mthly,Table,"Cancer treatment within 62 days data, by cancer, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Cancelled_Elec_Ops_By_HA,Table,"Cancelled elective operations data, by region, sourced from UKHD.",Jun 1996 - Ongoing,Jun 1996,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancelled-elective-operations/,NHS England - Cancelled Elective Operations,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_ICD10_L2,View,"ICD10 level two descriptions, sourced from tbl_Ref_ClinCode_ICD10.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_Comm,Table,"Cancer treatment within 62 days data, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Cancelled_Elec_Ops_By_Provider,Table,"Cancelled elective operations data, by provider, sourced from UKHD.",Jun 2001 - Ongoing,Jun 2001,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancelled-elective-operations/,NHS England - Cancelled Elective Operations,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ACM_ServiceCategory,Table,Service categories and descriptions.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ACM_National_POD,Table,List of points of delivery for aggregate contract monitoring.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_ICD10_L3,View,"ICD10 level three descriptions, sourced from tbl_Ref_ClinCode_ICD10.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_RehabilitationAssessmentTeamType,Table,Rehabilitation assessment team type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/r/red/rehabilitation_assessment_team_type_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_Comm_Mthly,Table,"Cancer treatment within 62 days data, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Cancelled_Elec_Ops_Supporting_Facilities,Table,"Cancelled elective operations supporting facilities data, sourced from UKHD.",Mar 1996 - Ongoing,Mar 1996,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancelled-elective-operations/,NHS England - Cancelled Elective Operations,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_ICD10_L4,View,"ICD10 level four descriptions, sourced from tbl_Ref_ClinCode_ICD10.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Cons_Upgrade,Table,"Cancer treatment within 62 days following consultant upgrade, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Carr_Hill_Normalised_Practice_Weighted_List_Size,Table,"Global sum allocation (Carr-Hill) formula normalised practice weighted list size data, sourced from UKHD.",Sep 2011 - Ongoing,Sep 2011,Ongoing,https://indicators.ic.nhs.uk/webview/,NHS Digital - GP Registration,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Drugs_IssueType,Table,List of drug issue points.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_NCB_NPoC_Map_1718_Update,Table,"Current test table, confirming the contents of tbl_Ref_NCB_NPoC_Map_1718.",N/A,N/A,N/A,https://www.england.nhs.uk/commissioning/spec-services/npc-crg/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_OPCS_L1,View,"OPCS level one descriptions, sourced from tbl_Ref_ClinCode_OPCS.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_RTTPeriodStatus,Table,RTT period status codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/r/red/referral_to_treatment_period_status_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Cons_Upgrade_Comm,Table,"Cancer treatment within 62 days following consultant upgrade, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Census_Population_By_Ethnicity,Table,"Census population data by ethnicity, sourced from UKHD.",Mar 2011 - Ongoing,Mar 2011,Ongoing,https://www.ons.gov.uk/census/2011census,ONS - Census,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Drugs_MOD,Table,List of methods of drug delivery.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_OPCS_L2,View,"OPCS level two descriptions, sourced from tbl_Ref_ClinCode_OPCS.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Cons_Upgrade_Comm_M,Table,"Cancer treatment within 62 days following consultant upgrade, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Census_Population_By_Religion,Table,"Census population data by religion, sourced from UKHD.",Mar 2011 - Ongoing,Mar 2011,Ongoing,https://www.ons.gov.uk/census/2011census,ONS - Census,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_NCB_NPoC_Map_1718_Sheet,Table,"Current test table, confirming the contents of tbl_Ref_NCB_NPoC_Map_1718.",N/A,N/A,N/A,https://www.england.nhs.uk/commissioning/spec-services/npc-crg/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_OPCS_L3,View,"OPCS level three descriptions, sourced from tbl_Ref_ClinCode_OPCS.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_TreatmentFunction,Table,Treatment Function codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/t/tran/treatment_function_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Cons_Upgrade_Mthly,Table,"Cancer treatment within 62 days following consultant upgrade, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Deprivation_Summaries_By_CCGs,Table,"Deprivation summary data by CCGs, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_TARN_Prov_Category,Table,The trauma and audit research network (TARN) provider categorisation.,N/A,N/A,N/A,https://www.tarn.ac.uk/,TARN,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ClinCode_OPCS_L4,View,"OPCS level four descriptions, sourced from tbl_Ref_ClinCode_OPCS.",N/A,N/A,N/A,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Screen_Serv_Ref_C_M,Table,"Cancer treatment within 62 days following screening, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Deprivation_Summaries_By_Local_Authority_District,Table,"Deprivation summary data by local authority district, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Drugs_DQ_Flags,Table,Data quality flags for the drug data.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_HRG_AllYr_Compound_old,View,"All HRG codes, descriptions and other attributes under a previous format, up to 2015/16.",N/A,N/A,N/A,http://content.digital.nhs.uk/casemix,NHS Digital - Casemix,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_WaitingTimeMeasurementType,Table,Waiting time measurement type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/w/waiting_time_measurement_type_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Screen_Serv_Ref_Com,Table,"Cancer treatment within 62 days following screening, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Deprivation_Summaries_By_Local_Enterprise_Pships,Table,"Deprivation summary data by local enterprise partnerships, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_HRG_Chapter,View,HRG Chapter codes and descriptions.,N/A,N/A,N/A,http://content.digital.nhs.uk/casemix,NHS Digital - Casemix,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Screen_Serv_Ref_Mth,Table,"Cancer treatment within 62 days following screening, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Deprivation_Summaries_By_Upper_Tier_LAs,Table,"Deprivation summary data by upper tier local authorities, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Devices_DQ_Flags,Table,Data quality flags for the device data.,N/A,N/A,N/A,https://www.england.nhs.uk/nhs-standard-contract/ss-reporting/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_HRG_SubChapter,View,HRG Subchapter codes and descriptions.,N/A,N/A,N/A,http://content.digital.nhs.uk/casemix,NHS Digital - Casemix,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_WithheldIdentityReason,Table,Withheld identity reason codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/w/we/withheld_identity_reason_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_62_Day_First_Treat_From_Screening_Serv_Ref,Table,"Cancer treatment within 62 days following screening, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Deprivation_Transformed_Domain_Scores_By_LSOA,Table,"Deprivation transformed domain scores by LSOA, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
