,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology ,Data Dictionary Name,Data Dictionary Links,Technical check,Business check
,3844,NHSE_Mental_Health,MHMDS_Episodes,MHD_MenCat07,"The mental category of a detained patient according to the Mental Health Act, 2007.",varchar(1),No,,MENTAL HEALTH ACT 2007 MENTAL CATEGORY,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/men/mental_health_act_2007_mental_category_de.asp?shownav=1,ZA & AH,SS
,3845,NHSE_Mental_Health,MHMDS_Episodes,IC_Epi_RP_Days,The number of days the episode was open in the Reporting Period based on the start and end dates of the episode.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,3846,NHSE_Mental_Health,MHMDS_Episodes,IC_Episode_Epi_Days,Indicates the length of an episode in days based on the start (MHD_EpiStart_Date) and end (MHD_EpiEnd_Date) dates of the episode.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The number of days between the episode start and end dates, where the episode type is not REF or DDISC. ",,,ZA & AH,SS
,3847,NHSE_Mental_Health,MHMDS_Episodes,IC_Legal_Status_Cleansed,"Cleanses the value in the MHD_LegStat_Code in the episode table to include a prefix of zero where this is not already present. This is only applied to MHA episodes that are open at the end of the Reporting Period, have not expired and do not have an inactive timestamp set.",varchar(2),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,3848,NHSE_Mental_Health,MHMDS_Episodes,IC_Source_Period_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1380 for March 2015",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,3849,NHSE_Mental_Health,MHMDS_Episodes,IC_Inactive_timestamp,"Not set for records where the reporting period is the maximum held within the database. Where this is not the case, the record is open and the episode cannot be found in a superseding reporting period, the record is date stamped as inactive. The date used is the first day of the next reporting period.",date,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,3850,NHSE_Mental_Health,MHLDDS_Events,MHD_Event_ID,This is an identifier for each Event record appearing in the MHLDDS_Events table and will be unique when initially allocated during pre-deadline processing. The ID should be unique to each submission and episode record combination.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is an identifier for each Event record appearing in the MHLDDS_Events table and will be unique when initially allocated during pre-deadline processing. The ID should be unique to each submission and episode record combination; the number bank from which it is allocated starts at 1. It should never be repeated.",,,ZA & AH,SS
,3851,NHSE_Mental_Health,MHLDDS_Events,MHD_MHMDS_Person_ID,"This is a unique identifier, which identifies each patient within the MHMDS data set.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3852,NHSE_Mental_Health,MHLDDS_Events,MHD_MHMDS_Spell_ID,This is a unique identifier which identifies a patient's whole provider spell across submissions.,bigint,No,,CARE SPELL IDENTIFIER (MENTAL HEALTH),http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/c/care_spell_identifier__o_mental_health_c__de.asp?shownav=1,ZA & AH,SS
,3853,NHSE_Mental_Health,MHLDDS_Events,MHD_EventType,Indicates the source Event Table for the row.,varchar(5),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Event type is derived from the source Event table using the Event Type Code look up table",,,ZA & AH,SS
,3854,NHSE_Mental_Health,MHLDDS_Events,MHD_EventDate,The date on which the event occurred.,date,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Event date is derived from the source Event table using the Event Date Code look up table","EMPLOYMENT STATUS RECORDED DATE
ACCOMMODATION STATUS DATE
CARE CONTACT DATE (MENTAL HEALTH)
REVIEW DATE
DIAGNOSIS DATE
ASSESSMENT TOOL COMPLETION DATE
STATUTORY ASSESSMENT DATE
DATE OF PATIENT TREATMENT OR INTERVENTION (MENTAL HEALTH)
PROCEDURE DATE (ELECTRO-CONVULSIVE THERAPY)
DATE OF SELF HARM
DATE OF PHYSICAL RESTRAINT
DATE OF ASSAULT ON PATIENT
DATE OF SECLUSION",http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/activity_date_dl.asp?shownav=1,ZA & AH,SS
,3855,NHSE_Mental_Health,MHLDDS_Events,MHD_Employment_Status,The current EMPLOYMENT status of a PERSON.,varchar(2),No,,EMPLOYMENT STATUS,http://www.datadictionary.nhs.uk/data_dictionary/attributes/e/emp/employment_status_de.asp?shownav=1,ZA & AH,SS
,3856,NHSE_Mental_Health,MHLDDS_Events,MHD_Weekly_Hours_Worked,"A code to identify the number of hours worked per week by a PERSON.
This should be captured periodically in conjunction with Employment Status for all adults aged 18-69 that are in employment.",varchar(2),No,,WEEKLY HOURS WORKED,http://www.datadictionary.nhs.uk/data_dictionary/attributes/w/ward/weekly_hours_worked_de.asp?shownav=1,ZA & AH,SS
,3857,NHSE_Mental_Health,MHLDDS_Events,MHD_Settled_Accommodation_Indicator,An indication of whether the main/permanent residence of the patient is settled or non-settled accommodation. ,varchar(1),No,,,,ZA & AH,SS
,3858,NHSE_Mental_Health,MHLDDS_Events,MHD_Accomodation_Status,An indication of the type of accommodation that a PATIENT currently has. This should be based on the PATIENT's main or permanent residence.,varchar(4),No,,ACCOMMODATION STATUS CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accommodation_status_code_de.asp?shownav=1,ZA & AH,SS
,3859,NHSE_Mental_Health,MHLDDS_Events,MHD_MainSpecialty,"MAIN SPECIALTY CODE (MENTAL HEALTH) is the MAIN SPECIALTY CODE of the CARE PROFESSIONAL working in a Mental Health Service, who is responsible for the PATIENT within the REPORTING PERIOD.",varchar(3),No,,MAIN SPECIALTY CODE (MENTAL HEALTH),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/main_specialty_code_(mental_health)_de.asp?shownav=1,ZA & AH,SS
,3860,NHSE_Mental_Health,MHLDDS_Events,MHD_NHS_OccupCode,An NHS OCCUPATION CODE for an EMPLOYEE filling a POSITION.,varchar(3),No,,OCCUPATION CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/oc/occupation_code_de.asp?shownav=1,ZA & AH,SS
,3861,NHSE_Mental_Health,MHLDDS_Events,MHD_JobRole,A National Code for a POSITION applicable to an EMPLOYEE.,varchar(5),No,,CARE PROFESSIONAL (JOB ROLE CODE),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/care/care_professional_(job_role_code)_de.asp?shownav=1,ZA & AH,SS
,3862,NHSE_Mental_Health,MHLDDS_Events,MHD_CareCoordinator_Flag,Indicates that the member of staff for this event was the service user's care coordinator.,varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
'Y' where Staff ID in 'HCPCONT' (Health Care Professional Contact) or 'REV' (Review) tables matches Staff ID in 'CCASS' (Care Co-ordinator Assignment) and Event date for associated HCPCONT or REV record is on or after CCASS Start Date and on or before CCASS End Date, otherwise 'N'.",,,ZA & AH,SS
,3863,NHSE_Mental_Health,MHLDDS_Events,MHD_MHC_Team_Type,The type of team within a Mental Health Service.,varchar(3),No,,SERVICE OR TEAM TYPE FOR MENTAL HEALTH,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_or_team_type_for_mental_health_de.asp?shownav=1,ZA & AH,SS
,3864,NHSE_Mental_Health,MHLDDS_Events,MHD_Duration,"Depending on Event source table this could be Duration of Contact, the duration of a period of physical restraint of the patient in minutes or Duration of Seclusion",int,No,,"CLINICAL CONTACT DURATION OF APPOINTMENT
DURATION OF PHYSICAL RESTRAINT
DURATION OF SECLUSION ","http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cl/clinical_contact_duration_of_appointment_de.asp?shownav=1
http://www.datadictionary.nhs.uk/retired/data_dictionary/data_field_notes/d/duration_of_physical_restraint_de.asp?shownav=1
http://www.datadictionary.nhs.uk/retired/data_dictionary/data_field_notes/d/duration_of_seclusion_de.asp?shownav=1",ZA & AH,SS
,3865,NHSE_Mental_Health,MHLDDS_Events,MHD_ConsultMedium,"Identifies the communication mechanism used to relay information between the CARE PROFESSIONAL and the PERSON who is the subject of the consultation, during a CARE ACTIVITY.

The telephone or telemedicine consultation should directly support diagnosis and care planning and must replace a face to face Out-Patient Attendance Consultant, Clinic Attendance Nurse or Clinic Attendance Midwife, types of CARE ACTIVITY. A record of the telephone or telemedicine consultation must be retained in the PATIENT's records.

Telephone contacts solely for informing PATIENTS of results are excluded.",varchar(2),No,,CONSULTATION MEDIUM USED,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cons/consultation_medium_used_de.asp?shownav=1,ZA & AH,SS
,3866,NHSE_Mental_Health,MHLDDS_Events,MHD_Contact_Subject,The PERSON who was the subject of the CARE CONTACT.,varchar(2),No,,CARE CONTACT SUBJECT,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/card/care_contact_subject_de.asp?shownav=1,ZA & AH,SS
,3867,NHSE_Mental_Health,MHLDDS_Events,MHD_Contact_Location_Code,Type of physical location where PATIENTS are seen or where services are provided or from which requests for services are sent.,varchar(3),No,,,,ZA & AH,SS
,3868,NHSE_Mental_Health,MHLDDS_Events,MHD_Attended_Indicator,This indicates whether or not an APPOINTMENT for a CARE CONTACT took place. If the APPOINTMENT did not take place it also indicates whether or not advanced warning was given.,varchar(1),No,,ATTENDED OR DID NOT ATTEND CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/at/attended_or_did_not_attend_de.asp?shownav=1,ZA & AH,SS
,3869,NHSE_Mental_Health,MHLDDS_Events,MHD_AbuseQuestion_Indicator,An indication of whether the PATIENT was asked the Abuse Question during a Care Programme Approach Review. Note this is not the answer to the Abuse Question.,varchar(1),No,,CARE PROGRAMME APPROACH REVIEW ABUSE QUESTION ASKED INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/care/care_programme_approach_review_abuse_question_asked_indicator_de.asp?,ZA & AH,SS
,3870,NHSE_Mental_Health,MHLDDS_Events,MHD_PrimaryDiagnosis,PRIMARY DIAGNOSIS (CODED CLINICAL ENTRY) is the CODED CLINICAL ENTRY used to identify the PRIMARY DIAGNOSIS.,varchar(6),No,,PRIMARY DIAGNOSIS (CODED CLINICAL ENTRY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/pri/primary_diagnosis_(coded_clinical_entry)_de.asp?shownav=1,ZA & AH,SS
,3871,NHSE_Mental_Health,MHLDDS_Events,MHD_SecondaryDiagnosis,"SECONDARY DIAGNOSIS (CODED CLINICAL ENTRY) is the CODED CLINICAL ENTRY used to identify the secondary PATIENT DIAGNOSIS.

Multiple Secondary Diagnoses may be recorded.",varchar(6),No,,SECONDARY DIAGNOSIS (CODED CLINICAL ENTRY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/se/secondary_diagnosis_(coded_clinical_entry)_de.asp?shownav=1,ZA & AH,SS
,3872,NHSE_Mental_Health,MHLDDS_Events,MHD_ClusteringTool_Assessment_Reason,The reason that a Clustering Tool assessment for a PATIENT was undertaken.,varchar(2),No,,CLUSTERING TOOL ASSESSMENT REASON,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cl/clustering_tool_assessment_reason_de.asp?shownav=1,ZA & AH,SS
,3873,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_Flag,Indicates that the Mental Health Clustering Tool was correctly completed.,varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
'Y' where HoNOS Ratings 1 - 12, SAC Rating 13 and SAC Ratings A - E Scores are '0', '1', '2', '3' or '4' and HoNOS Rating 8 Type = A - J or NULL, otherwise Null.",,,ZA & AH,SS
,3874,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating1_Score,"The score for question 1 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3875,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating2_Score,"The score for question 2 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3876,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating3_Score,"The score for question 3 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3877,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating4_Score,"The score for question 4 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3878,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating5_Score,"The score for question 5 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3879,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating6_Score,"The score for question 6 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3880,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating7_Score,"The score for question 7 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3881,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating8_Score,"The score for question 8 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3882,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating8_Type,"The type of other mental and behavioural problem to which the score for question 8 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient relates.
Displays the letter of the most severe problem.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",varchar(1),No,,,,ZA & AH,SS
,3883,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating9_Score,"The score for question 9 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3884,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating10_Score,"The score for question 10 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3885,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating11_Score,"The score for question 11 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3886,NHSE_Mental_Health,MHLDDS_Events,MHD_MHCT_HONOSRating12_Score,"The score for question 12 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3887,NHSE_Mental_Health,MHLDDS_Events,MHD_SACRating13_Score,"The score for rating 13 of the Summary Assessment of Characteristics (SAC) assessment for the patient.
Strong unreasonable beliefs occurring in non-psychotic disorders only (current)",int,No,,,,ZA & AH,SS
,3888,NHSE_Mental_Health,MHLDDS_Events,MHD_SACRatingA_Score,"The score for rating A of the Summary Assessment of Characteristics (SAC) assessment for the patient.
Agitated behaviour / expansive mood (historical)",int,No,,,,ZA & AH,SS
,3889,NHSE_Mental_Health,MHLDDS_Events,MHD_SACRatingB_Score,"The score for rating B of the Summary Assessment of Characteristics (SAC) assessment for the patient.
Repeat self-harm (historical)",int,No,,,,ZA & AH,SS
,3890,NHSE_Mental_Health,MHLDDS_Events,MHD_SACRatingC_Score,"The score for rating C of the Summary Assessment of Characteristics (SAC) assessment for the patient.
Safeguarding children and vulnerable dependent adults (historical)",int,No,,,,ZA & AH,SS
,3891,NHSE_Mental_Health,MHLDDS_Events,MHD_SACRatingD_Score,"The score for rating D of the Summary Assessment of Characteristics (SAC) assessment for the patient.
Engagement (historical)",int,No,,,,ZA & AH,SS
,3892,NHSE_Mental_Health,MHLDDS_Events,MHD_SACRatingE_Score,"The score for rating E of the Summary Assessment of Characteristics (SAC) assessment for the patient.
Vulnerability (historical)",int,No,,,,ZA & AH,SS
,3893,NHSE_Mental_Health,MHLDDS_Events,MHD_CareCluster_SuperClass_Code,The 'Mental Health Care Cluster Super Class' to which the patient has been assigned by the professional following completion of a clustering tool assessment but prior to Care Cluster allocation.,varchar(1),No,,MENTAL HEALTH CARE CLUSTER SUPER CLASS CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/m/men/mental_health_care_cluster_super_class_code_de.asp?shownav=1,ZA & AH,SS
,3894,NHSE_Mental_Health,MHLDDS_Events,MHD_PbR_Cluster,The Care Cluster to which the patient has been assigned following the HoNOS PBR Assessment. This is the final clinician allocation which may or may not have required use of algorithm to determine.,varchar(1),No,,MENTAL HEALTH CARE CLUSTER CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/add/adult_mental_health_care_cluster_code_de.asp?shownav=1,ZA & AH,SS
,3895,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_Flag,"Indicates that the HoNOS record was valid.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",varchar(1),No,,,,ZA & AH,SS
,3896,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating1_Score,"The score for question 1 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3897,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating2_Score,"The score for question 2 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3898,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating3_Score,"The score for question 3 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3899,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating4_Score,"The score for question 4 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3900,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating5_Score,"The score for question 5 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3901,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating6_Score,"The score for question 6 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3902,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating7_Score,"The score for question 7 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3903,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating8_Score,"The score for question 8 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3904,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating8_Type,"The type of other mental and behavioural problem to which the score for question 8 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient relates.
Displays the letter of the most severe problem.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",varchar(1),No,,,,ZA & AH,SS
,3905,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating9_Score,"The score for question 9 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3906,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating10_Score,"The score for question 10 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3907,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating11_Score,"The score for question 11 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3908,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS_HONOSRating12_Score,"The score for question 12 of the Health of Nation Outcome Scales (HoNOS) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3909,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65_Flag,"Indicates that the HoNOS 65+ Older Persons record was valid.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",varchar(1),No,,,,ZA & AH,SS
,3910,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating1_Score,"The score for question 1 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3911,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating2_Score,"The score for question 2 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3912,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating3_Score,"The score for question 3 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3913,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating4_Score,"The score for question 4 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3914,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating5_Score,"The score for question 5 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3915,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating6_Score,"The score for question 6 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3916,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating7_Score,"The score for question 7 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3917,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating8_Score,"The score for question 8 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3918,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating8_Type,"The type of other mental and behavioural problem to which the score for question 8 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient relates.
Displays the letter of most severe problem.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",varchar(1),No,,,,ZA & AH,SS
,3919,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating9_Score,"The score for question 9 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
,3920,NHSE_Mental_Health,MHLDDS_Events,MHD_HONOS65+Rating10_Score,"The score for question 10 of the Health of Nation Outcome Scales 65+ (HoNOS65+) assessment for the patient.
For further information on HONOS please see:
http://www.rcpsych.ac.uk/crtu/healthofthenation/whatishonos.aspx
http://bjp.rcpsych.org/content/180/1/67.full",int,No,,,,ZA & AH,SS
