Definition ID,Database,Table,Schema,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Checked,Business check,RK 2
1278,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Admit_Type,"Indicates the admission type of the the readmission spell (0 = Direct Admission, 1 = Transfer from Other Provider).",varchar(1),Yes,"The following rules are only applied where Management_Type is ?EM? and the difference between Parent_Discharge_Date, Sequence_Type (in the readmission table used for processing is ?Child? or ?Both?, Parent_Provider_Code is different to Provider_Code and Admission_Date in the readmission table (used in processing) is less than 30, in all other cases, left null.
When Parent_Discharge_Date is the same as Admission_Date, Parent_Discharge_Destination is ?51?, ?52?, ?53? or ?87? and Source_of_Admission is ?51?, ?52?, ?53? or ?87? then ?1? is applied.
When Source_of_Admission is ?51?, ?52?, ?53? or ?87? and Admission_Method is ?28? then ?1? is applied.
When Admission_Method is ?2B? and Parent_Discharge_Date and Admission_Date are less than or equal to 1 day apart, ?1? is applied.
For all other records that met the initial rules, ?0? is applied, otherwise left null.",,,RK,AP,
1367,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Admit_Type,"Indicates the admission type of the the readmission spell (0 = Direct Admission, 1 = Transfer from Other Provider).",varchar(1),Yes,"The following rules are only applied where Management_Type is ?EM? and the difference between Parent_Discharge_Date, Sequence_Type (in the readmission table used for processing is ?Child? or ?Both?, Parent_Provider_Code is different to Provider_Code and Admission_Date in the readmission table (used in processing) is less than 30, in all other cases, left null.
When Parent_Discharge_Date is the same as Admission_Date, Parent_Discharge_Destination is ?51?, ?52?, ?53? or ?87? and Source_of_Admission is ?51?, ?52?, ?53? or ?87? then ?1? is applied.
When Source_of_Admission is ?51?, ?52?, ?53? or ?87? and Admission_Method is ?28? then ?1? is applied.
When Admission_Method is ?2B? and Parent_Discharge_Date and Admission_Date are less than or equal to 1 day apart, ?1? is applied.
For all other records that met the initial rules, ?0? is applied, otherwise left null.",,,RK,AP,
1461,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Admit_Type,"Indicates the admission type of the the readmission spell (0 = Direct Admission, 1 = Transfer from Other Provider).",varchar(1),Yes,"The following rules are only applied where Management_Type is ?EM? and the difference between Parent_Discharge_Date, Sequence_Type (in the readmission table used for processing is ?Child? or ?Both?, Parent_Provider_Code is different to Provider_Code and Admission_Date in the readmission table (used in processing) is less than 30, in all other cases, left null.
When Parent_Discharge_Date is the same as Admission_Date, Parent_Discharge_Destination is ?51?, ?52?, ?53? or ?87? and Source_of_Admission is ?51?, ?52?, ?53? or ?87? then ?1? is applied.
When Source_of_Admission is ?51?, ?52?, ?53? or ?87? and Admission_Method is ?28? then ?1? is applied.
When Admission_Method is ?2B? and Parent_Discharge_Date and Admission_Date are less than or equal to 1 day apart, ?1? is applied.
For all other records that met the initial rules, ?0? is applied, otherwise left null.",,,RK,AP,
1563,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBPST_Spell_NPoC,The dominant national programme of care service code for the spell.,varchar(4),Yes,"Displays the NPoC for the spell where available.  If there is no NPoC for the spell, then the NPoC from an episode within the spell is used, if there is no NPoC  for any episodes within the spell either (according to the PSS tool), it is left null.",,,RK,AP,
1283,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Child_APCS_Ident,Primary key of the 'child' (readmission) spell in the readmission spell pair.,bigint,Yes,"Where Child_Management_Type in the RE30 table (used in processing) is 'EM' and Discharge_Date is less than or equal to 30 days after Child_Admission_Date Child_APCS_Ident from the RE30 table is used, otherwise left null.",,,RK,AP,
1372,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Child_APCS_Ident,Primary key of the 'child' (readmission) spell in the readmission spell pair.,bigint,Yes,"Where Child_Management_Type in the RE30 table (used in processing) is 'EM' and Discharge_Date is less than or equal to 30 days after Child_Admission_Date Child_APCS_Ident from the RE30 table is used, otherwise left null.",,,RK,AP,
1466,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Child_APCS_Ident,Primary key of the 'child' (readmission) spell in the readmission spell pair.,bigint,Yes,"Where Child_Management_Type in the RE30 table (used in processing) is 'EM' and Discharge_Date is less than or equal to 30 days after Child_Admission_Date Child_APCS_Ident from the RE30 table is used, otherwise left null.",,,RK,AP,
1564,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBPST_Spell_Currency,"Indicates whether the currency to be used for the activity is 'spell', as defined by the 2014/15 Prescribed Specialised Services Identification Tool.",int,Yes,"When the overall spell is classed as specialised then '1' is applied; where an episode within the spell is specialised but the spell as a whole is not, then a '0' is applied, and if there are no specialised service provided in the entire spell, then left null.  All specialised classification is derived using the PSS tool of the relevant year.",,,RK,AP,
1284,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Child_APCS_Load_ID,"The Load_ID of the child episode, if readmitted within 30 days.",int,Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then Child_APCS_Load_ID is applied, otherwise it is left null.",,,RK,AP,
1373,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Child_APCS_Load_ID,"The Load_ID of the child episode, if readmitted within 30 days.",int,Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then Child_APCS_Load_ID is applied, otherwise it is left null.",,,RK,AP,
1467,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Child_APCS_Load_ID,"The Load_ID of the child episode, if readmitted within 30 days.",int,Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then Child_APCS_Load_ID is applied, otherwise it is left null.",,,RK,AP,
1565,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBPST_Spell_ErrorMessage,Error messages as produced by the 2014/15 Prescribed Specialised Services Identification Tool (based on all underlying episode records).,varchar(2500),Yes,"Shows the first 2,500 characters of any error messages that are produced when passing the data throught the PSS tool.",,,RK,AP,
1285,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Child_Days,Total days between the end of the 'parent' (source) spell and the start of the 'child' (readmission) spell.,int,Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then this field shows the number of days between Discharge_Date and Child_Admission_Date, otherwise it is left null.",,,RK,AP,
1374,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Child_Days,Total days between the end of the 'parent' (source) spell and the start of the 'child' (readmission) spell.,int,Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then this field shows the number of days between Discharge_Date and Child_Admission_Date, otherwise it is left null.",,,RK,AP,
1468,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Child_Days,Total days between the end of the 'parent' (source) spell and the start of the 'child' (readmission) spell.,int,Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then this field shows the number of days between Discharge_Date and Child_Admission_Date, otherwise it is left null.",,,RK,AP,
1566,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBLocal_Spell_Flag,"Indicates whether the spell is identified by any of the locally derived direct commissioning rules (i.e. Secondary Dental, Military Personnel, Offender Health or Provider Supplied).",int,Yes,"Set as ?1? under the following conditions:
The first three digits of Commissioner_Code are a Commissioning Hub code, a Local Area Team code (apart from ?Q99?), ?X24? or ?XMD? and the field is not a duplicate.
Where NCBLocal_RuleApplied contains ?|Provider Submitted?.
Where Spell_Core_HRG is ?SB97Z? or ?SC97Z?.
Where Spell_Treatment_Function_Code (or Der.Der_Dischg_Treatment_Function_Code if null) is one of '140', '141', '142', '143', '144', '217' or '450'.
Where Agreement_Line_number, Commissioner_Reference_Number or Provider_Reference_Number contains ?Dental? and NCBLocal_RuleApplied does not contain ?Secondary Dental?.
GP_Practice_Type_NCB is ?Military?.
NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD?.
GP_Practice_Type_NCB is ?Offender?.
The patient?s postcode?s Postcode_Type is ?Unique? in the ODS Prison Postcode reference table and APCS_Last_Ep_Ind is ?1?.
Where APCS_Last_Ep_Ind is ?1?, Postcode_Type is 'Non-unique' or 'Unknown' and Source_of_Admission is '39'.",,,RK,AP,
1286,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Child_Prov,Provider code of the 'child' (readmission) spell in the readmission spell pair (to identify if the readmission is a 'same provider' or 'cross provider' readmission).,varchar(5),Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then Child_Provider_Code is applied, otherwise it is left null.",,,RK,AP,
1375,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Child_Prov,Provider code of the 'child' (readmission) spell in the readmission spell pair (to identify if the readmission is a 'same provider' or 'cross provider' readmission).,varchar(5),Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then Child_Provider_Code is applied, otherwise it is left null.",,,RK,AP,
1469,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Child_Prov,Provider code of the 'child' (readmission) spell in the readmission spell pair (to identify if the readmission is a 'same provider' or 'cross provider' readmission).,varchar(5),Yes,"When there is a Child_Management_Type of 'EM' and there are less than or equal to 30 days between Child_Admission_Date and Discharge_Date then Child_Provider_Code is applied, otherwise it is left null.",,,RK,AP,
1567,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBLocal_Spell_ServiceLine,"The local service line for the spell, including values submitted by the provider for Provider Supplied flagged activity.",varchar(8),Yes,"Set as NCBLocal_Spell_ServiceLine (from the derived table for the relevant year) when it is not null, where it is look in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number for a Service Line and use this, applied where the row is not flagged as a duplicate and the first three digits of Commissioner_Code are a Commissioning Hub code, a Local Area Team code (apart from ?Q99?), ?X24? or ?XMD? and, in the NPoC reference table, Code_Type is ?Specialised? and Service_Line is anything but ?NCB_Unk?.
Looks at Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number to determine if they are equal to a Service_Line with the NCB characters at the start removed, if so, apply the Service_Line it matches to where , in the NPoC reference table, Code_Type is ?Specialised? and Service_Line is anything but ?NCB_Unk? and NCBLocal_RuleApplied.
Set as 'NCBPS01C' when Spell_Core_HRG is 'SB97Z' and 'NCBPS01R' when Spell_Core_HRG is 'SC97Z'.
Set as ?NCB_Dent? when Spell_Treatment_Function_Code (or Der_Dischg_Treatment_Function_Code if null) is one of '140', '141', '142', '143', '144', '217' or '450'.
Set as ?NCB_Dent? when Agreement_Line_number, Commissioner_Reference_Number or Provider_Reference_Number contain ?Dental? and NCBLocal_RuleApplied does not contain ?Secondary Dental?.
Set as ?NCB_Milit? when Der_Record_Type is ?Hist? and GP_Practice_Type_NCB is ?Military?.
Set as ?NCB_Milit? when Der_Record_Type is ?Curr?, NCBLocal_RuleApplied is complete and does not contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q?
Set as ?NCB_Milit? when Der_Record_Type is ?Hist?, GP_Practice_Code is not one of 'V81997', 'V81998' or 'V81999', NCBLocal_RuleApplied is complete and does not contain ?|Military Personnel?, GP_Practice_Type is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD?.
Set as ?NCB_Offd? when GP_Practice_Type_NCB is ?Offender?.
Set as ?NCB_Offd? when the patient?s postcode?s Postcode_Type is ?Unique? in the ODS Prisons Postcode reference table and APCS_Last_Ep_Ind is ?1?.
Set as ?NCB_Offd? when APCS_Last_Ep_Ind is ?1?, Postcode_Type is 'Non-unique' or 'Unknown' and Source_of_Admission is '39'.
If NCBLocal_Spell_ServiceLine remains null to this point and NCBLocal_RuleApplied contains ?|Provider Submitted? then set to ?NCB_Unk?.",,,RK,AP,
1287,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Exclusion_Key,Indicates whether the spell is excluded from the readmission 30 days calculations (as per published PbR guidance).,varchar(50),Yes,"Before these rules are applied, all records are set to null.  This field is then made up of a concatenation of codes, with one added to what is already there every time a rule is met.  The rules are only applied on spells where Spell_RE30_Indicator is ?1?.
Adds '|a1r' when Calc_Type is ?Tariff? or is incomplete.
Adds '|b1r' where the first 2 characters of Spell_Core_HRG are ?NZ?.
Adds '|b1s' where APCS_Ident is the same as Spell_RE30_Parent_APCS_Ident for the spell, and the first 2 characters of Spell_Core_HRG for the parent spell are ?NZ?.
Adds '|c1r' when the first character of Spell_Primary_Diagnosis is ?C? or the first 3 characters of Spell_Primary_Diagnosis are any of 'D37', 'D38', 'D39', 'D40', 'D41', 'D42', 'D43', 'D44', 'D45', 'D46', 'D47' or 'D48'.
Adds '|c1s' when the first character of Spell_Primary_Diagnosis of the parent spell is ?C? or the first 3 characters of Spell_Primary_Diagnosis of the parent spell are either 'D37', 'D38', 'D39', 'D40', 'D41', 'D42', 'D43', 'D44', 'D45', 'D46', 'D47' or 'D48'.
Adds '|c2r' when the Spell_Unbundled_HRGs contains ?SB?.
Adds '|c2s' when the Spell_Unbundled_HRGs of the parent spell contains ?SB?.
Adds '|c3r' when the Spell_Unbundled_HRGs contains ?SC?.
Adds '|c3s' when the Spell_Unbundled_HRGs of the parent spell contains ?SC?.
Adds '|d1r' when the patient is 3 or younger at the date of the activity.
Adds '|e1s' when the Discharge_Method is ?2?.
Adds '|h1r' where Spell_Unbundled_HRGs contains ?LE?.
Adds '|h1s' where the Spell_Unbundled_HRGs of the parent spell contains ?LE?.",,,RK,AP,
1376,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Exclusion_Key,Indicates whether the spell is excluded from the readmission 30 days calculations (as per published PbR guidance).,varchar(50),Yes,"Before these rules are applied, all records are set to null.  This field is then made up of a concatenation of codes, with one added to what is already there every time a rule is met.  The rules are only applied on spells where Spell_RE30_Indicator is ?1?.
Adds '|a1r' when Calc_Type is ?Tariff? or is incomplete.
Adds '|b1r' where the first 2 characters of Spell_Core_HRG are ?NZ?.
Adds '|b1s' where APCS_Ident is the same as Spell_RE30_Parent_APCS_Ident for the spell, and the first 2 characters of Spell_Core_HRG for the parent spell are ?NZ?.
Adds '|c1r' when the first character of Spell_Primary_Diagnosis is ?C? or the first 3 characters of Spell_Primary_Diagnosis are any of 'D37', 'D38', 'D39', 'D40', 'D41', 'D42', 'D43', 'D44', 'D45', 'D46', 'D47' or 'D48'.
Adds '|c1s' when the first character of Spell_Primary_Diagnosis of the parent spell is ?C? or the first 3 characters of Spell_Primary_Diagnosis of the parent spell are either 'D37', 'D38', 'D39', 'D40', 'D41', 'D42', 'D43', 'D44', 'D45', 'D46', 'D47' or 'D48'.
Adds '|c2r' when the Spell_Unbundled_HRGs contains ?SB?.
Adds '|c2s' when the Spell_Unbundled_HRGs of the parent spell contains ?SB?.
Adds '|c3r' when the Spell_Unbundled_HRGs contains ?SC?.
Adds '|c3s' when the Spell_Unbundled_HRGs of the parent spell contains ?SC?.
Adds '|d1r' when the patient is 3 or younger at the date of the activity.
Adds '|e1s' when the Discharge_Method is ?2?.
Adds '|h1r' where Spell_Unbundled_HRGs contains ?LE?.
Adds '|h1s' where the Spell_Unbundled_HRGs of the parent spell contains ?LE?.",,,RK,AP,
1470,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Exclusion_Key,Indicates whether the spell is excluded from the readmission 30 days calculations (as per published PbR guidance).,varchar(50),Yes,"Before these rules are applied, all records are set to null.  This field is then made up of a concatenation of codes, with one added to what is already there every time a rule is met.  The rules are only applied on spells where Spell_RE30_Indicator is ?1?.
Adds '|a1r' when Calc_Type is ?Tariff? or is incomplete.
Adds '|b1r' where the first 2 characters of Spell_Core_HRG are ?NZ?.
Adds '|b1s' where APCS_Ident is the same as Spell_RE30_Parent_APCS_Ident for the spell, and the first 2 characters of Spell_Core_HRG for the parent spell are ?NZ?.
Adds '|c1r' when the first character of Spell_Primary_Diagnosis is ?C? or the first 3 characters of Spell_Primary_Diagnosis are any of 'D37', 'D38', 'D39', 'D40', 'D41', 'D42', 'D43', 'D44', 'D45', 'D46', 'D47' or 'D48'.
Adds '|c1s' when the first character of Spell_Primary_Diagnosis of the parent spell is ?C? or the first 3 characters of Spell_Primary_Diagnosis of the parent spell are either 'D37', 'D38', 'D39', 'D40', 'D41', 'D42', 'D43', 'D44', 'D45', 'D46', 'D47' or 'D48'.
Adds '|c2r' when the Spell_Unbundled_HRGs contains ?SB?.
Adds '|c2s' when the Spell_Unbundled_HRGs of the parent spell contains ?SB?.
Adds '|c3r' when the Spell_Unbundled_HRGs contains ?SC?.
Adds '|c3s' when the Spell_Unbundled_HRGs of the parent spell contains ?SC?.
Adds '|d1r' when the patient is 3 or younger at the date of the activity.
Adds '|e1s' when the Discharge_Method is ?2?.
Adds '|h1r' where Spell_Unbundled_HRGs contains ?LE?.
Adds '|h1s' where the Spell_Unbundled_HRGs of the parent spell contains ?LE?.",,,RK,AP,
1568,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBLocal_Spell_NPoC,"The local National Programme of Care (NPoC) for the spell, including values derived from the service line submitted by the provider for Provider Supplied flagged activity.",varchar(4),Yes,"Set as NCBLocal_Spell_NPoC when it is not null, when it is null, look to identify any Service Lines in the Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Numer fields and if one is found, use this, applied where the row is not flagged as a duplicate and the first three digits of Commissioner_Code are a Commissioning Hub code, a Local Area Team code (apart from ?Q99?), ?X24? or ?XMD?.
Look to identify any Service Lines in the Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Numer fields and if one is found, use this, applied when NCBLocal_RuleApplied contains ?|Provider Submitted?.
When Spell_Core_HRG is ?SB97Z?, ?B03? is applied, where it is ?SC97Z?, ?B01? is applied.",,,RK,AP,
1277,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Indicator,"Indicates whether the spell satisfies the 30 day readmission criteria, either as a parent spell or a child spell.",varchar(1),Yes,"By default, all records are initially set to null. Where Management_Type is 'EM' and there are fewer than or equal to 30 days between Admission_Date and Parent_Discharge_Date, set as '1'. Where Child_Management_Type is 'EM' and there are fewer than 30 days between Discharge_Date and Child_Admission_Date, set as '0'.",,,RK,AP,
1366,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Indicator,"Indicates whether the spell satisfies the 30 day readmission criteria, either as a parent spell or a child spell.",varchar(1),Yes,"By default, all records are initially set to null. Where Management_Type is 'EM' and there are fewer than or equal to 30 days between Admission_Date and Parent_Discharge_Date, set as '1'. Where Child_Management_Type is 'EM' and there are fewer than 30 days between Discharge_Date and Child_Admission_Date, set as '0'.",,,RK,AP,
1460,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Indicator,"Indicates whether the spell satisfies the 30 day readmission criteria, either as a parent spell or a child spell.",varchar(1),Yes,"By default, all records are initially set to null. Where Management_Type is 'EM' and there are fewer than or equal to 30 days between Admission_Date and Parent_Discharge_Date, set as '1'. Where Child_Management_Type is 'EM' and there are fewer than 30 days between Discharge_Date and Child_Admission_Date, set as '0'.",,,RK,AP,
1569,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBLocal_Spell_RuleApplied,Concatenated string indicating the local rule/s applied to identify direct commissioning activity,varchar(250),Yes,The same information is held as the NCBLocal_RuleApplied in the tbl_Data_SEM_APCE_[YYYY]_Der table for the reporting episode.,,,RK,AP,
1279,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Parent_APCS_Ident,Primary key of the 'parent' (source) spell in the readmission spell pair.,bigint,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this field is set as the same as Parent_APCS_Ident.  In all other cases, it is left null.",,,RK,AP,
1368,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Parent_APCS_Ident,Primary key of the 'parent' (source) spell in the readmission spell pair.,bigint,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this field is set as the same as Parent_APCS_Ident.  In all other cases, it is left null.",,,RK,AP,
1462,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Parent_APCS_Ident,Primary key of the 'parent' (source) spell in the readmission spell pair.,bigint,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this field is set as the same as Parent_APCS_Ident.  In all other cases, it is left null.",,,RK,AP,
1570,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBFinal_Spell_Flag,Indicates whether the spell is a directly commissioned service using (1) the 2014/15 PSS Identification Tool (National) and (2) locally derived direct commissioning rules.,int,Yes,"All records are initially set to '0'.
Updated to '1' where NCBPST_Spell_Flag is '1', NCB_Final_Spell_Flag is '0' and NCBPST_Spell_Service_Line is anything but 'NCBPS01C' or 'NCBPS01R'.
Updated to '1' when NCBPST_Spell_Flag is '1', NCBFinal_Spell_Flag is '0', NCBPST_Spell_ServiceLine is either 'NCBPS01C' or 'NCBPS01R' and Spell_Core_HRG is either 'SB97Z' or 'SC97Z'.
Updated to '1' where NCBLocal_Spell_Flag is '1', NCBFinal_Spell_Flag is '0' and NCBLocal_RuleApplied is anything but '|Military Practice (RRU)'.",,,RK,AP,
1280,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Parent_APCS_Load_ID,"The Load_ID of the parent episode, if readmitted within 30 days.",int,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this field is set as the same as Parent_APCS_Load_ID.  In all other cases, it is left null.",,,RK,AP,
1369,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Parent_APCS_Load_ID,"The Load_ID of the parent episode, if readmitted within 30 days.",int,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this field is set as the same as Parent_APCS_Load_ID.  In all other cases, it is left null.",,,RK,AP,
1463,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Parent_APCS_Load_ID,"The Load_ID of the parent episode, if readmitted within 30 days.",int,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this field is set as the same as Parent_APCS_Load_ID.  In all other cases, it is left null.",,,RK,AP,
1571,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBFinal_Spell_ServiceLine,The service line code produced by (1) the 2014/15 PSS Identification Tool (National) and (2) locally derived direct commissioning rules.,varchar(8),Yes,Set the same as NCBPST_Spell_ServiceLine when NCBPST_Spell_Flag is '1' and NCBFinal_Spell_Flag is '0' and either NCBPST_Spell_ServiceLine is anything but 'NCBPS01C' or 'NCBPS01R' or NCBPST_Spell_ServiceLine is one of 'NCBPS01C' or 'NCBPS01R' and Spell_Core_HRG is 'SB97Z' or 'SC97Z'.,,,RK,AP,
1281,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Parent_Days,Total days between the end of the 'parent' (source) spell and the start of the 'child' (readmission) spell pair.,int,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this number is used.  In all other cases, it is left null.",,,RK,AP,
1370,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Parent_Days,Total days between the end of the 'parent' (source) spell and the start of the 'child' (readmission) spell pair.,int,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this number is used.  In all other cases, it is left null.",,,RK,AP,
1464,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Parent_Days,Total days between the end of the 'parent' (source) spell and the start of the 'child' (readmission) spell pair.,int,Yes,"When Management_Type is 'EM' and there are fewer than or equal to 30 days between Parent_Discharge_Date and Admission_Date, this number is used.  In all other cases, it is left null.",,,RK,AP,
1572,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBFinal_Spell_NPoC,The national programme of care service code produced by (1) the 2014/15 PSS Identification Tool (National) and (2) locally derived direct commissioning rules.,varchar(4),Yes,"Set as the same as NCBPST_Spell_NPoC where;
NCBPST_Spell_Flag is '1', NCBFinal_Spell_Flag is '0' and either NCBPST_Spell_ServiceLine is anything but 'NCBPS01C' or 'NCBPS01R' or NCBPST_Spell_ServiceLine is 'NCBPS01C' or 'NCBPS01R' and Spell_Core_HRG is 'SB97Z' or 'SC97Z'.
Set as the same as NCBLocal_Spell_NPoC when NCBLocal_Spell_Flag is '1', NCBFinal_Spell_Flag is '0' and NCBLocal_RuleApplied is anything but '|Military Practice (RRU)'.",,,RK,AP,
1491,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Parent_Management_Type,"Relates to readmissions. This is the Der_Management_Type of the parent spell. Potential values :- DC, EL, EM, NE, RDA, RNA, UNK.",varchar(3),Yes,"When Management_Type is 'EM' and Spell_RE30_Parent_APCS_Ident is complete, this is the Management_Type of the parent spell.",,,RK,AP,
1573,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,NCBFinal_Spell_Currency,"Indicates whether the currency to be used for the activity is 'spell', as defined by the 2014/15 Prescribed Specialised Services Identification Tool.",int,Yes,"Set as NCBPST_Spell_Currency where NCBPST_Spell_Flag is '1', NCBFinal_Spell_Flag is '0' and either: NCBPST_Spell_ServiceLine is anything but 'NCBPS01C' or'NCBPS01R', or NCBPST_Spell_ServiceLine is 'NCBPS01C' or 'NCBPS01R' and Spell_Core_HRG is 'SB97Z' or 'SC97Z'.",,,RK,AP,
1282,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Spell_RE30_Parent_Prov,Provider code of the 'parent' (source) spell in the readmission spell pair (to identify if the readmission is a 'same provider' or 'cross provider' readmission).,varchar(5),Yes,"When Management_Type is 'EM' and the difference between Parent_Discharge_Date and Admission_Date is fewer than or equal to 30 days, this field displays the Parent_Provider_Code.",,,RK,AP,
1371,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,Spell_RE30_Parent_Prov,Provider code of the 'parent' (source) spell in the readmission spell pair (to identify if the readmission is a 'same provider' or 'cross provider' readmission).,varchar(5),Yes,"When Management_Type is 'EM' and the difference between Parent_Discharge_Date and Admission_Date is fewer than or equal to 30 days, this field displays the Parent_Provider_Code.",,,RK,AP,
1465,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Spell_RE30_Parent_Prov,Provider code of the 'parent' (source) spell in the readmission spell pair (to identify if the readmission is a 'same provider' or 'cross provider' readmission).,varchar(5),Yes,"When Management_Type is 'EM' and the difference between Parent_Discharge_Date and Admission_Date is fewer than or equal to 30 days, this field displays the Parent_Provider_Code.",,,RK,AP,
